"Filter 1","StartDate","EndDate","Duration__in_seconds_","Finished","LocationLatitude","LocationLongitude","Poor_data","Quote_consent","Age","Gender","Gender_other","Country_residence","Country_work","Nature_work","Years_working","Highest_ed","Highest_ed_other","Agree_IPCC","Noagree_IPCC","Complicated_IPCC","Warr_calm","Warr_cheerful","Warr_contented","Warr_depressed","Warr_enthusiastic","Warr_gloomy","Warr_miserable","Warr_optimistic","Warr_relaxed","Warr_tense","Warr_uneasy","Warr_worried","Warr_calmR","Warr_cheerfulR","Warr_contentedR","Warr_depressedR","Warr_depressedRR","Warr_enthusiasticR","Warr_gloomyR","Warr_gloomyRR","Warr_miserableR","Warr_miserableRR","Warr_optimisticR","Warr_relaxedR","Warr_tenseR","Warr_tenseRR","Warr_uneasyR","Warr_uneasyRR","Warr_worriedR","Warr_worriedRR","Warr_anxiety_contentment","Warr_depression_enthusiasm","CBI_P_1","CBI_P_2","CBI_P_3","CBI_P_4","CBI_P_5","CBI_P_6","CBI_P_1R","CBI_P_2R","CBI_P_3R","CBI_P_4R","CBI_P_5R","CBI_P_6R","CBI_personal","CBI_W_1","CBI_W_2","CBI_W_3","CBI_W_4","CBI_W_5","CBI_W_6","CBI_W_7","CBI_W_7R","CBI_W_1R","CBI_W_2R","CBI_W_3R","CBI_W_4R","CBI_W_5R","CBI_W_6R","CBI_W_7RR","CBI_work","CBI_C_1","CBI_C_2","CBI_C_3","CBI_C_4","CBI_C_5","CBI_C_6","DASS_1","DASS_2","DASS_3","DASS_4","DASS_5","DASS_6","DASS_7","DASS_8","DASS_9","DASS_10","DASS_11","DASS_12","DASS_13","DASS_14","DASS_15","DASS_16","DASS_17","DASS_18","DASS_19","DASS_20","DASS_21","DASS_1R","DASS_2R","DASS_3R","DASS_4R","DASS_5R","DASS_6R","DASS_7R","DASS_8R","DASS_9R","DASS_10R","DASS_11R","DASS_12R","DASS_13R","DASS_14R","DASS_15R","DASS_16R","DASS_17R","DASS_18R","DASS_19R","DASS_20R","DASS_21R","DASS_Depression","DASS_Anxiety","DASS_Stress","DASS_total","Hopeful_future_rating","Why_hopeful","Worried_future","Why_worried","Affected_by_CC","Work_affect_wellbeing","Coping_strategies","Attacks_on_work","Anything_else","Q28","Contact_future"
1,17252,17252,1268.0,1,"47.660598754883","-122.29190063477",,1,65.0,1,,"USA",,"Atmospheric Scientist",40.0,1,,1,,,2,3,3,5,5,5,6,3,3,4,4,4,5,4,4,2,5,2,2,5,1,6,4,4,3,4,3,4,3,4,25.0,26.0,3,4,4,5,4,4,50,25,25,0,25,25,25.0,4,5,4,3,5,5,2,4,25,0,25,50,0,0,25,17.857142857142858,4,3,4,4,4,3,3,3,4,4,3,3,4,3,4,4,3,3,3,3,4,4,2,3,4,4,4,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,2,1,0,0,0,4,1,7,12,37.0,"I worry that fear, greed and hate will win out over confidence, generosity and love in American politics.  I worry that those who govern the country will reduce investment in education for the not wealthy and in public good research, such as that dealing with the environment.  These trends are pretty strongly disfavorable at present.",82.0,"I worry that fear, greed and hate will win out over confidence, generosity and love in American politics.  I worry that those who govern the country will reduce investment in education for the not wealthy and in public good research, such as that dealing with the environment.  These trends are pretty strongly disfavorable at present.","I can feel the butt of jokes or the beneficiary of respect, depending on who I am talking too.  the US is very divided, bipolar.  I know, however, that I am on the side of the truth and the public good, so that is satisfying.",94.0,"Noble and interesting work is a great thing to have.  I feel very privileged to be able to spend my time studying the climate system, working with students and doing creative research.  I do not feel sorry for myself in any way shape or form.  I feel very lucky.  In a larger sense, though, I worry about my country and the world.  I worry we will not do the right things to ensure a bright and prosperous future.  I wonder if I am doing enough to push us toward a better future.","Only in the blogosphere, which I don't follow.  I have kept a low profile.  Sometimes I feel guilty when I see colleagues being persecuted by right wing haters in the private sector or in Congress.   I should do more to support them.",,5,2
1,17252,17252,1588.0,1,"39.862594604492","-105.19429779053",,1,80.0,1,,"United States",,"climate modeling",55.0,1,,1,,,2,2,2,6,2,6,6,2,2,6,6,6,5,5,5,1,6,5,1,6,1,6,5,5,1,6,1,6,1,6,33.0,33.0,5,5,5,5,5,5,0,0,0,0,0,0,0.0,5,5,4,5,5,5,5,1,0,0,25,0,0,0,100,17.857142857142858,5,5,5,4,5,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,88.0,"I have faith that the American population will continue to believe in climate change and global warming. Trump administration is proving to be viewed in an unpopular light and against its policies  that deal with climate change.",69.0,"Trump policies on climate change are not supported by facts. The future will win out in time.
","No.....I feel strongly that my view and of course most knowledge scientist feel the same.",18.0,"I continue to support and speak out on the scientific facts and ignore the attacks. I have had death threats and turned the over to the FBI. It has not effected or depressed me. For someone who is 80 and been attacked for my views on climate change...I can't change and nor should I.","See above.","Interest survey, I hope you  complete your studies and you go on to graduate school.",4,1
1,17252,17252,1024.0,1,"47.715698242188","-122.30099487305",,1,71.0,1,,"USA","USA","Atmospheric science",50.0,1,,1,,,3,4,6,5,3,4,6,6,6,5,5,2,4,3,1,2,5,4,3,4,1,6,1,1,2,5,2,5,5,2,18.0,23.0,4,5,4,3,4,5,25,0,25,50,25,0,20.833333333333332,5,4,5,5,5,5,2,4,0,25,0,0,0,0,25,7.142857142857143,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,"Periodic threats to science by the populace have occurred since the time of Galileo. This one will pass.",70.0,"The inability to achieve political consensus on mitigation of pollution and its effects on the climate and health are a big problem for future generations. The long time scale of these effects make it difficult to achieve consensus on mitigation, which will benefit future generations. The decrease in funding for relevant research disables the next generation to continue studying the problems.","It's worrisome. Understanding the problems require some moderately sophisticated knowledge of physics and math. I have that. Most people don't and are left to ""believe"" or disbelieve, like a religion. Cynical forces are able to manipulate public opinion in the disbelieving direction",6.0,"I don't need any.","Only occasionally, and it has only been a minor irritation. I am confident in what I do.","It is unwise for scientists to engage with politicians. That is a losing proposition that only leads to more negative opinion about science. We are better at science than politicians. But politics are better at politics that are scientists.",5,2
1,17252,17253,83472.0,1,"-35.276000976562","149.13439941406",,1,28.0,1,,"Australia","Australia","Science Communication",3.0,2,,1,,,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,4,4,3,4,3,4,3,3,3,4,3,4,3,4,21.0,22.0,3,3,2,4,2,3,50,50,75,25,75,50,54.166666666666664,3,2,3,2,4,5,2,4,50,75,50,75,25,0,25,42.857142857142854,5,5,5,3,5,3,1,3,4,4,4,3,4,3,4,4,3,3,4,3,4,4,4,3,3,4,4,3,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,2,9,11,50.0,"I feel hope because I have to. I spend quite a lot of my time talking about climate change and encouraging others to engage with the issue. If I conveyed a message of hopelessness, it would likely be a pointless exercise.",75.0,"I am extremely concerned for the future. Not because I will be directly impacted by climate change (I live above the poverty line in a very rich and geographically removed country). I am worried about the rest of the world. The globes poorest people in Africa and other countries that rely on agriculture for income. The areas that are already on the verge of civil unrest, and really just need one more drought or one more natural disaster to drive them to breaking point.

","I dont notice any social repercussions as a result of my feelings on climate change. My friends and colleagues have the same beliefs, read the same news and media sources, support each other and reinforce each others beliefs. Just like anyone else (including climate deniers).

I feel scared, and driven to act. Sometimes I feel paralysed by the issue and I ignore it.",55.0,"I vacillate between working as hard as I can to convert people and facilitate change - and ignoring the issue and trying to live my life as though it doesn't exist.","Several. The first one rattled me and made me feel in over my depth. But I've gained a bit more perspective since then.

Generally it is the extreme end of the denying spectrum that are driven to attack my work. I remind myself that they are a small (albeit vocal) minority that I am not trying to reach. They also only shout loudly to their immediate group, who I'm similarly disinterested in engaging with.",,4,1
1,17252,17253,87133.0,1,"-33.920196533203","151.22241210938",,1,33.0,1,,"Australia",,"Research Fellow - climate scientist.",10.0,1,,1,,,6,5,3,5,4,5,6,6,6,3,5,4,1,2,4,2,5,3,2,5,1,6,1,1,4,3,2,5,3,4,18.0,22.0,3,2,1,4,1,3,50,75,100,25,100,50,66.66666666666667,3,2,3,2,4,5,4,2,50,75,50,75,25,0,75,50.0,,,,,,,3,4,3,4,3,4,4,3,3,4,3,3,3,3,4,4,4,4,4,4,4,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,3,1,5,9,19.0,"I think that mankind is far from doomed, as a species, but that our quality of life will significantly suffer on our current trajectory of carbon emissions because of the knock-on effects of climate change on resource availability, famine, war, etc.. This is the primary source of my concern.

I also worry more philosophically about the fate of humanity if we are unable to accept collectively basic scientific findings.",66.0,"Most is the same as above really. Except no matter what happens to mankind the universe will keep on ticking, and life if it hasn't already sprung up somewhere else will likely do so again. This is one thing that brings me comfort and that I probably appreciate more than others.","Socially I feel like no one really gets it. I've stopped trying to be alarmist, but when people ask me about climate change and the future I do not try and sugar coat my thoughts (have to call a spade a spade, as they say).",49.0,"Exercise, regular sleep, down time, hobbies.","No.",,4,1
1,17254,17254,457.0,1,"43.594192504883","13.503402709961",,1,69.0,1,,"UK",,"Emeritus Prof - Arctic research",47.0,5,"ScD",1,,,5,5,5,3,4,2,4,5,5,2,2,2,2,2,2,4,3,3,5,2,3,4,2,2,5,2,5,2,5,2,12.0,16.0,3,2,2,2,2,2,50,75,75,75,75,75,70.83333333333333,2,2,2,2,3,3,4,2,75,75,75,75,50,50,75,67.85714285714286,3,3,3,3,3,3,3,4,3,4,3,3,4,3,4,2,3,3,3,3,3,3,3,3,3,3,2,1,0,1,0,1,1,0,1,0,2,1,1,1,1,1,1,1,1,1,1,2,9,3,7,19,4.0,"Knowledge of the impact of greenhouse gas induced climate change on planet, and absolute failure of human race to reduce emissions of such gases",100.0,"Certainty of runaway climate change","Angry",96.0,"I write angry books","Yes, many. Ad hominem insults on email. Attacjks by colleagues who are modellers and dislike implications of data. Dismissal by cowardly politicians",,5,2
1,17255,17255,1098.0,1,"55.666702270508","12.583297729492",,1,35.0,1,,"Denmark","Greenland","senior researcher - glaciology and climate",6.0,1,,1,,,2,2,2,5,2,5,5,4,2,4,4,4,5,5,5,2,5,5,2,5,2,5,3,5,3,4,3,4,3,4,27.0,28.0,3,3,2,3,3,4,50,50,75,50,50,25,50.0,3,4,3,4,4,4,3,3,50,25,50,25,25,25,50,35.714285714285715,2,2,2,3,4,3,2,3,3,3,2,4,4,3,3,4,4,3,3,2,4,4,4,2,3,4,3,2,1,1,1,2,0,0,1,1,0,0,1,1,2,0,0,0,2,1,0,1,5,4,8,17,25.0,"With every IPCC report, I feel less optimistic that society will avert the worst effects of climate change.",73.0,"I am most worried about the burden we are placing on our childern, in terms of passing climate change adaptation to future generations rather than engaging in climate change mitigation this generation. I think it now seems likely that inter-generationally decreasing social order will be a knock-on effect, and I will not be able to ensure the economic viability of my childer and grand-children.","I have mostly stopped laughing at climate change jokes, because having a sense of the breadth of implications makes it a grim topic. It seems finding comedy in climate change is just exposing ignorance.",62.0,"alcohol and activism","Just a few. The first couple hate emails are almost a pleasant surprise: ""somebody noticed me!"". But the novelty quickly evaporates, especially when hate letters arrive by post. It is easy to delete and forget emails, but the posted hate letters can roll around in my head for a week. Probably because there is a physical connection with someone who is (likely) mentally unstable and displeased with you. Now I have a closely monitored internet. No FaceBook page. Just a webpage and Twitter account that point to","Seems like funding threats to climate change research in both Australia and US are an issue that straddles professional and personnal finances.",4,1
1,17255,17255,898.0,1,"32.217300415039","-110.7553024292",,1,62.0,2,,"USA",,"Professor of Geography - climate and society",38.0,1,,1,,,4,4,3,4,4,4,4,5,4,4,4,2,3,3,4,3,4,3,3,4,3,4,2,3,3,4,3,4,5,2,20.0,20.0,2,3,3,3,2,2,75,50,50,50,75,75,62.5,2,2,3,3,4,4,3,3,75,75,50,50,25,25,50,50.0,3,3,3,2,3,3,2,4,3,4,1,3,4,4,4,3,4,3,2,4,3,3,3,4,4,4,4,2,0,1,0,3,1,0,0,0,1,0,1,2,0,1,1,1,0,0,0,0,9,1,4,14,44.0,"I am very depressed about the Trump Administrations positions and policies on climate change.  It feels as though decades of work is being undone.  I was already frustrated that the US federal government's slow action on climate change.  My students make me feel hopeful because of their concern for environmental and social justice.",68.0,"I am worried for people younger than I who will experience climate change and for my younger colleagues who are seeing funding cuts.  I also worry about the poor in the developing world and wildlife that are very vulnerable to climate change.","I am frustrated at the partisan conflict about climate change in the US.  Given what I know I worry about future generations and people in the developing world.",99.0,"Talk to friends, watch escapist TV and films, meditate, overeat, sleep, play with dog","Yes, climate skeptics sometimes challenge me in public lecture or criticized me in comments sections.  I dont take it too personally - it just contributes to general frustration about skeptics.","more about how we cope perhaps?  Do we belong to supportive organizations? Do we share our views using social media?  Is it worse now than in the past? Are we worried about funding for our staff and students?",5,2
1,17256,17256,1126.0,1,"51.533294677734","-0.10000610351562",,1,56.0,1,,"UK","UK","social scientist studying climate discourse - previously climate scientist",35.0,1,,3,,"Yes, but 'the grave threat to the planet' bit of it needs unpacking; not as simple as this",1,5,3,6,5,6,6,4,4,6,5,6,6,2,4,1,6,2,1,6,1,6,3,3,1,6,2,5,1,6,30.0,25.0,4,4,4,5,3,5,25,25,25,0,50,0,20.833333333333332,4,5,5,4,5,5,2,4,25,0,0,25,0,0,25,10.714285714285714,5,5,4,2,4,5,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,63.0,"The irrepressibility of the human spirit.  Human ingenuity.  Humans have huge adaptive capacity.  Humans always try, try and try again.",32.0,"My worry, such as it is, is nothing to do with climate change - but much more about terrorism and about my daughter's health.","My moods are not affected by my knowledge of climate change.",67.0,"Sleep, eat and exercise.  Invest in human relationships.  Spiritual meditation.","Yes, some.  As an academic one should expect this.  In fact it shows one is appropriately engaged in civic and political life.","There is a flaw in this questionnaire.  I am a climate change scholar and you are seeking to evaluate my mental health.  The implication is that you can draw a causal connection between the two.  But for many of the questions you have asked the reasons for my moods or physical stress might have nothing to do with the fact that I study climate change professionally, but an awful lot to do with the fact that in my professional life I have (a) challenges from my employer; (b) the responsibility of seeking funding for my research team; (c) anxieties about my personal life; (d) a disillusionment with the higher education sector in which I work; etc., etc.  You have no way of ascertaining whether my mental/physical health is a consequence of my study of climate change vs any of these other factors.  At the very least you need a control sample of academics/scientists who work in non-climate change topics, otherwise I cannot see how you can reach any valid conclusions.",4,1
1,17256,17256,1696.0,1,"33.85710144043","-111.783203125",,1,54.0,1,,"USA","USA","Carbon Cycle scientist, a subset of climate science",20.0,1,,1,,,6,4,3,6,3,5,6,4,6,4,4,3,1,3,4,1,6,4,2,5,1,6,3,1,3,4,3,4,4,3,17.0,27.0,3,4,3,4,3,4,50,25,50,25,50,25,37.5,2,2,4,3,4,5,3,3,75,75,25,50,25,0,50,42.857142857142854,3,2,2,2,1,2,2,4,3,4,4,3,4,2,4,4,3,3,4,2,4,4,3,3,4,4,4,2,0,1,0,0,1,0,2,0,0,1,1,0,2,0,0,1,1,0,0,0,2,0,10,12,35.0,"I feel hopeful when I interact with undergraduate students - the optimistic outlook that perhaps comes with youth reminds me not to despair and that there still are many that aren't worn down by the lack of action on climate change and the cynical denialism.

However, after working in this field for over 30 years, and seeing the sometimes backward motion of policy, it counters the feelings of hope. I used to engage and contribute what I could to put down the contrarian arguments and the denialism as a form ",72.0,"I worry that so many of the natural wonders and beauty of the world will be gone. I have been a scuba diver for 25 years. During that time I have returned to many locations and can see the rapid decline of places that were my window into understanding how beautiful and precious the natural world is. The thought that my children will never see a vibrant, healthy coral reef is a devastating thought. I do not worry about human existence - the wealthy nations will adapt and engineer an existence. However, it wi","Initially, it was empowering - when understanding was on the upswing among the public and policymakers. Now, it can sometimes feel like ignorance would perhaps be easier.",88.0,"Compartmentalization. Focusing on the isolated scientific challenges without simultaneously playing out the endpoint (how does it fit into the current political condition on climate change). Perform what you can in your own life to provide an example and achieve some sort of personal balance (solar panels, electric car, led lights, etc).","Yes. Papers that generated press had the usual seemingly endless denialist attacks on websites. I have received personal snail mail and email that is angry and personal. Been attacked in public policy settings by denialists. One hates to admit this impacts you, but it does. For me, it has meant that I will take a pass on engaging with the media because on balance, the outcome isn't worth it.",,4,1
1,17258,17258,988.0,1,"48.86279296875","2.3291931152344",,1,62.0,1,,"USA","USA","atmospheric scientist studying climate",45.0,1,,1,,,3,2,3,6,3,5,6,3,3,4,4,4,4,5,4,1,6,4,2,5,1,6,4,4,3,4,3,4,3,4,24.0,30.0,3,3,4,4,3,4,50,50,25,25,50,25,37.5,4,5,4,4,5,5,2,4,25,0,25,25,0,0,25,14.285714285714286,,,,,,,3,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,3,5,72.0,"I see that most of the world recognizes that humans are causing climate change and that this change poses problems.  I also see that most people in my country (USA) have the same recognition and that many business enterprises are also recognizing this.  It is discouraging that the US government is filled with people who think otherwise, but the world is moving ahead on this issue, and the U.S. government will have to catch up to this recognition soon.",29.0,"No particular reason.  I have concerns about stability and security, but I also see that the overwhelming majority of people around the world want the same basics:  food, shelter and clothing for themselves and their children and a stable life.","I feel motivated to work to help the world be a better place.",87.0,"I try to recognize that I cannot change matters overnight, and that the reality of climate change will bring people to act appropriately.  I also see that there is much change already occurring, such as the development of renewable energy sources.","I have received little direct attack.","I just keep forging ahead with my climate work.  Change in and by people is slow, and I recognize that.",5,2
1,17259,17259,1646.0,1,"51.75","-1.25",,1,62.0,1,,"UK","Australia","Professor, teaching and research on climate science, climate variability and climate change.",37.0,1,,1,,,6,4,4,6,4,4,6,4,5,4,5,4,1,3,3,1,6,3,3,4,1,6,3,2,3,4,2,5,3,4,19.0,25.0,4,4,5,5,3,5,25,25,0,0,50,0,16.666666666666668,4,3,4,4,4,5,2,4,25,50,25,25,25,0,25,25.0,4,4,4,3,4,5,3,4,3,4,3,3,3,3,3,4,3,3,4,3,4,4,4,4,4,4,4,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,2,2,6,10,35.0,"There are reasons to be hopeful about the future, in terms of rapid developments and implementation of renewable energy and zero emissions energy sources. However, there are also many reasons to feel that there is little hope for global actions to be fast enough to limit global warming to less than 2C above pre-industrial levels.",59.0,"I am worried that the impacts of global warming that is locked in will adversely impact young people and future generations, particularly in developing countries, even though it has mainly been caused by the current generation and developed countries.","My knowledge of climate change makes me more determined to better communicate the science of climate change and its impacts to a wider community, so that I can better influence national policy. 

I am beyond depression, a phrase I learned from Bob Brown. If I give up my efforts to address climate change because it is such a wicked problem, then how can I expect others to continue their efforts?",23.0,"I talk with colleagues from a range of disciplines about my work, I seek reassurances on the value of my work and I receive considerable positive feedback. I also provide frequent positive feedback to others working on climate change.","Yes, I have received  substantial amounts of public and political attacks on my research. This has been very time consuming. However, it has also made me more determined to continue.",,4,1
1,17265,17265,752.0,1,"48.841201782227","2.3876037597656",,1,70.0,1,,"France",,"Paleaclimatology",49.0,1,,1,,,2,2,3,4,4,6,6,4,5,2,4,2,5,5,4,3,4,3,1,6,1,6,3,2,5,2,3,4,5,2,19.0,27.0,4,3,3,4,3,5,25,50,50,25,50,0,33.333333333333336,4,3,5,4,5,5,2,4,25,50,0,25,0,0,25,17.857142857142858,,,,,,,3,2,4,4,4,3,4,3,4,3,4,3,4,3,4,3,2,3,4,4,4,1,2,0,0,0,1,0,1,0,1,0,1,0,1,0,1,2,1,0,0,0,4,2,6,12,38.0,"I was optimistic after the Paris agreement very aware however of the fact that commitments are not aligned with the 2°C objective, and that we need more ambitious commitments. I am now much less optimistic with the election of Donald Trump and the risk of US withdrawal from the agreement",58.0,,"
A lot as I have dedicated most of my research to global change issues",24.0,," Yes (from climate skeptics°",,5,2
1,17272,17272,1211.0,1,"52.112396240234","5.1921997070312",,1,55.0,1,,"Netherlands","same","atmospheric scientist",30.0,1,,3,,"It is occurring. Whether it's a grave threat I cannot judge.",2,4,3,6,4,5,6,3,3,5,5,4,5,3,4,1,6,3,2,5,1,6,4,4,2,5,2,5,3,4,27.0,27.0,4,4,4,5,4,5,25,25,25,0,25,0,16.666666666666668,4,4,4,4,4,4,2,4,25,25,25,25,25,25,25,25.0,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,71.0,"If real problems arise, the world will try to solve them.
The protection of the ozone layer by the Montreal Protocol is a good example.",40.0,"After all, many thing go better and better. The number of very poor people decreases. More people get a better income. Etc.","Not that much. Climate change is for me not the most important problem.",72.0,"none","Not on my work, But I had many discussions with climate sceptics. That was quite boring, because their knowledge of climate is so small and they introduce no new physical arguments against anthropogenic climate change.",,5,2
1,17273,17273,477.0,1,"-38.029098510742","145.10269165039",,1,58.0,1,,"Australia",,"Climate scientist",33.0,1,,1,,,2,3,3,5,4,4,5,4,3,6,4,4,5,4,4,2,5,3,3,4,2,5,3,4,1,6,3,4,3,4,27.0,24.0,4,5,4,4,4,5,25,0,25,25,25,0,16.666666666666668,4,5,3,3,4,5,2,4,25,0,50,50,25,0,25,25.0,,,,,,,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,3,50.0,,79.0,,,27.0,,,,5,2
1,17274,17274,600.0,1,"51.75","-1.25",,1,48.0,1,,"Unied Kingdom",,"Professor, physical oceanography",27.0,1,,1,,,3,3,3,4,1,4,5,2,2,5,4,4,4,4,4,3,4,6,3,4,2,5,5,5,2,5,3,4,3,4,26.0,28.0,4,4,3,3,3,4,25,25,50,50,50,25,37.5,3,4,3,3,5,5,2,4,50,25,50,50,0,0,25,28.571428571428573,,,,,,,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,69.0,"Optimistic that technological solutions will eventually be found.",56.0,"Climate change will get a lot worse before there is wide acceptance of the need to act. But I'm more worried about political upheavals, not least the current US president who has the potential to do a lot more damage through starting military conflict.","I get frustrated by the politicisation of my science.",77.0,"My work is mostly a positive influence on my well-being. i enjoy what i do; many people don't.","No (other than spam email)",,5,2
1,17274,17274,958.0,1,"50.984603881836","-1.3990020751953",,1,54.0,1,,"UK","UK","oceanographer",27.0,1,,3,,"Climate change is a serious threat. Anthripogenic contribution is part of it and a safe working hypothesis but not exclusively responsible.",6,6,4,4,3,3,3,4,5,2,3,3,1,1,3,3,4,4,4,3,4,3,3,2,5,2,4,3,4,3,14.0,18.0,3,4,2,2,2,4,50,25,75,75,75,25,54.166666666666664,2,2,2,2,3,4,3,3,75,75,75,75,50,25,50,60.714285714285715,4,4,4,2,4,4,2,4,3,4,3,3,4,4,4,2,3,3,4,3,4,3,4,4,4,4,4,2,0,1,0,1,1,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,5,0,6,11,34.0,"Environmental science funding is significantly reduced and it will be reduced further. Political polarisation in the scientific aspects of climate change makes proper scientific questioning difficult.",62.0,"Job security, continuation of research.","I do not think it is related to knowledge but rather to the area of activity.",70.0,"exercise, holidays, developing alternative working lines","Yes I have. Stressed but no more stressed than in any attack on my research.",,5,2
1,17275,17275,689.0,1,"40.238800048828","-74.698799133301",,1,63.0,1,,"USA","USA","Climate scientist",40.0,2,,1,,,2,2,1,6,2,5,5,3,2,4,4,5,5,5,6,1,6,5,2,5,2,5,4,5,3,4,3,4,2,5,29.0,30.0,4,4,5,5,5,3,25,25,0,0,0,50,16.666666666666668,5,5,3,4,5,5,1,5,0,0,50,25,0,0,0,10.714285714285714,3,3,2,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,95.0,"Hope is a emotion that all people need to have to be successful in the future. Things will get better....",24.0,"There are many ways for humans to mess up the future. But there are many more ways to make it better.","Climate change is one of the things that may make things harder in the future. There are many others.",0.0,"I am very religious.","Yes. It makes me angry because there is no easy way to have a meaningful discussion of the facts. The problem cannot be resolved easily.","no",5,2
1,17279,17279,3432.0,1,"38.98420715332","-77.084197998047",,1,74.0,1,,"USA",,"Now, officially retired from atmospheric scientist/climate modeling program leader career lasting 34 years, but now still active after nearly 15 years  affiliated with a small NGO, engaged on essentially full-time basis promoting scientific understanding and positive steps that can be taken to deal with climate change.",50.0,1,,3,,"I actually think that the IPCC is too cautious in its statements about the risks and pace of change",5,4,6,4,4,4,4,4,5,4,3,3,2,3,1,3,4,3,3,4,3,4,3,2,3,4,4,3,4,3,15.0,21.0,3,3,4,4,3,5,50,50,25,25,50,0,33.333333333333336,3,4,3,3,3,4,3,3,50,25,50,50,50,25,50,42.857142857142854,3,3,3,3,3,3,2,3,3,4,3,4,4,3,4,4,4,3,3,3,4,3,4,4,4,4,4,2,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,4,1,5,10,58.0,"On the one hand, there are potential technological paths to take and more are becoming available. In addition, after being engaged in the human effects of climate change since 1970s, I'm very pleased to see all of the interest and participation of young people, all the increasing efforts around the world, and more visible efforts by some who are older trying to push more and more aggressively for change. And, to not have hope is just too depressing.

On the other hand, there is too limited expression of the",74.0,"It is amazing how a relative few can so cloud the issue and obstruct action, and now threaten to tear apart the whole scientific structure that has tried to warn them of the emerging threats and risks. Were it not for the momentum created by technological advances that are making clean energy more and more economically dominant, I would be extremely worried. I am just hopeful that human innovation will come through in time to avoid the very worst outcomes that the recalcitrant minority is taking us towards ","Well, first, I have been failing retirement now for about 15 years. That is, I retired early as my position with the GW Bush Administration had become untenable, and yet have kept very actively involved in the issue, virtually all on a voluntary basis rather than seeking a paid position--a choice made primarily, I'd say, because I wanted to have the freedom to keep pushing on the issue over this time. So, it well might be said of me that I am hooked on this issue and have been unwilling to withdraw and no l",77.0,"Play with grandchildren; my wife has been planning more and more vacations and family trips to help divert attention from my near addiction to pushing on the issue; and getting engaged deeply in other activities that will concentrate my attention (like serving as editor of 50th reunion book for college class); etc. I do also try to imagine what success could be rather than focus on how bad failure could be.","Criticisms of viewpoints and accusations of bias and closed mindedness--of course. A couple of lawsuits against projects I've worked on--sure. Physical or direct threats--no, though I have close colleagues who have experienced this.

The attacks, limited on me and more serious on others, has made me engage even more strongly, try to find even more ways to communicate and engage, etc. I have tried in my responses to the critics, in my debates with some of them, to keep the focus on issues rather than on pers","The additional words I'd suggest express the attitudes and approaches of those involved are dedicated and determined--we just do not feel that we can give up to the nonsense and prospective harm of the other side's views.",4,1
